"player_id","full_name","price_af","pricechgavg","pricechg50","pricechg75","pricechg100","pricechg120","season","season_num","round_id"
"CD_I1007026","Gab Pound",125000,-9100,-6300,-1000,4400,8700,2024,9,1
"CD_I1007152","Harriet Cordner",111700,-8600,-4700,700,6000,10300,2024,9,1
"CD_I1009888","Madeleine Guerin",58300,6100,7400,12700,18100,22400,2024,9,1
"CD_I1009977","Kerryn Peterson",117000,-7600,-4800,500,5900,10200,2024,9,1
"CD_I1010243","Gen Lawson-Tavan",55200,8600,8800,14200,19600,23800,2024,9,1
"CD_I1012555","Celine Moody",79400,-10200,-2100,3300,8700,13000,2024,9,1
"CD_I1013027","Abbie McKay",177900,6100,-5100,300,5700,10000,2024,9,1
"CD_I1014373","Ciara Fitzgerald",88500,-2700,300,5700,11100,15400,2024,9,1
"CD_I1014991","Keeley Skepper",144500,-5100,-6600,-1200,4200,8500,2024,9,1
"CD_I1015047","Mimi Hill",158400,-5300,-8100,-2800,2600,6900,2024,9,1
"CD_I1019711","Keeley Sherar",184600,-7900,-12000,-6600,-1300,3000,2024,9,1
"CD_I1021851","Lulu Beatty",37700,2600,8000,13300,18700,23000,2024,9,1
"CD_I1021924","Lila Keck",48200,200,5800,11200,16600,20900,2024,9,1
"CD_I1022236","Jessica Good",143600,-11500,-9300,-3900,1400,5700,2024,9,1
"CD_I1022744","Madeline Hendrie",57200,8200,8400,13800,19200,23500,2024,9,1
"CD_I1025564","Mia Austin",87900,-1800,800,6200,11500,15800,2024,9,1
"CD_I1025995","Lily Goss",121700,-2700,-3100,2200,7600,11900,2024,9,1
"CD_I1033158","Dayna Finn",54700,6800,8000,13400,18800,23100,2024,9,1
"CD_I296137","Jessica Dal Pos",95800,-4400,-1200,4200,9500,13800,2024,9,1
"CD_I997663","Darcy Vescio",93000,-8200,-2600,2800,8200,12500,2024,9,1
"CD_I1003019","Sabrina Frederick",175300,12800,-1800,3500,8900,13200,2024,9,1
"CD_I1005663","Erica Fowler",65500,-4500,1900,7300,12600,16900,2024,9,1
"CD_I1006996","Lauren Brazzale",88400,-5000,-700,4700,10100,14400,2024,9,1
"CD_I1007015","Stacey Livingstone",73000,2200,4100,9500,14800,19100,2024,9,1
"CD_I1007027","Ruby Schleicher",115500,0,-1300,4100,9400,13700,2024,9,1
"CD_I1009831","Tarni White",107100,-3800,-2100,3200,8600,12900,2024,9,1
"CD_I1012637","Mikala Cann",158200,1700,-5000,400,5700,10000,2024,9,1
"CD_I1013513","Sarah Sansonetti",91100,-2400,200,5600,10900,15200,2024,9,1
"CD_I1013706","Sarah Rowe",154300,-6100,-8100,-2700,2700,7000,2024,9,1
"CD_I1015053","Alana Porter",70400,1500,4100,9400,14800,19100,2024,9,1
"CD_I1015070","Eliza James",63900,1600,4800,10100,15500,19800,2024,9,1
"CD_I1015195","Annie Lee",59200,4400,6500,11900,17300,21600,2024,9,1
"CD_I1017029","Grace Campbell",109800,-2000,-1600,3800,9100,13400,2024,9,1
"CD_I1019680","Charlotte Blair",55500,4700,7000,12400,17800,22100,2024,9,1
"CD_I1019724","Carly Remmos",36600,900,7300,12700,18100,22400,2024,9,1
"CD_I1021457","Imogen Evans",61300,-1800,3500,8900,14300,18600,2024,9,1
"CD_I1022112","Imogen Barnett",68100,2700,4800,10200,15600,19900,2024,9,1
"CD_I1025609","Lucy Cronin",36000,0,6900,12300,17700,22000,2024,9,1
"CD_I1035374","Muireann Atkinson",37900,2900,8100,13500,18800,23100,2024,9,1
"CD_I997729","Brittany Bonnici",177500,-1200,-8300,-2900,2500,6800,2024,9,1
"CD_I997736","Jordyn Allen",105200,-10100,-4700,700,6100,10300,2024,9,1
"CD_I1001682","Ebony Antonio",76400,-9700,-1500,3800,9200,13500,2024,9,1
"CD_I1005437","Laura Pugh",97500,-2800,-700,4700,10100,14400,2024,9,1
"CD_I1007144","Gabby O'Sullivan",85700,2900,3100,8500,13800,18100,2024,9,1
"CD_I1009882","Gabrielle Newton",139300,-2900,-5100,300,5700,10000,2024,9,1
"CD_I1010663","Ashleigh Brazill",63600,2800,5300,10700,16100,20400,2024,9,1
"CD_I1012242","Emma O'Driscoll",130000,-15500,-9700,-4300,1100,5400,2024,9,1
"CD_I1012248","Philipa Seth",91400,2600,2400,7700,13100,17400,2024,9,1
"CD_I1012662","Airlie Runnalls",117100,9800,2900,8200,13600,17900,2024,9,1
"CD_I1014034","Aisling McCarthy",159500,23800,4700,10100,15500,19800,2024,9,1
"CD_I1017347","Mim Strom",179500,17800,-100,5300,10700,15000,2024,9,1
"CD_I1018949","Aine Tighe",160500,16300,1300,6600,12000,16300,2024,9,1
"CD_I1021399","Jessica Low",72100,-1500,2500,7900,13300,17600,2024,9,1
"CD_I1021410","Dana East",114000,5700,1400,6800,12100,16400,2024,9,1
"CD_I1021898","Tunisha Kikoak",36000,0,6200,11600,17000,21300,2024,9,1
"CD_I1026166","Madeleine Scanlon",79200,-7900,-1000,4400,9700,14000,2024,9,1
"CD_I1026222","Jae Flynn",75900,100,2900,8200,13600,17900,2024,9,1
"CD_I1026444","Amy Mulholland",77500,-600,2400,7800,13100,17400,2024,9,1
"CD_I1029621","Megan Kauffman",125900,-400,-2600,2800,8200,12500,2024,9,1
"CD_I1029623","Orlagh Lally",104300,-3300,-1600,3800,9100,13400,2024,9,1
"CD_I1031247","Joanne Cregg",75400,-6400,0,5400,10800,15100,2024,9,1
"CD_I998040","Hayley Miller",135700,10100,1100,6500,11800,16100,2024,9,1
"CD_I1007001","Kate Darby",100700,7400,3500,8900,14300,18600,2024,9,1
"CD_I1007028","Shelley Scott",80500,-5800,-200,5100,10500,14800,2024,9,1
"CD_I1007155","Meghan McDonald",87200,-11700,-3500,1800,7200,11500,2024,9,1
"CD_I1009860","Rebecca Webster",145300,7200,-1200,4200,9500,13800,2024,9,1
"CD_I1009863","Nina Morrison",176800,-2600,-8800,-3500,1900,6200,2024,9,1
"CD_I1009906","Mikayla Bowen",124300,4500,-200,5200,10500,14800,2024,9,1
"CD_I1012560","Chantel Emonson",138400,-5500,-6100,-700,4600,8900,2024,9,1
"CD_I1012640","Julia Crockett-Grills",124400,3400,-700,4600,10000,14300,2024,9,1
"CD_I1013933","Georgie Rankin",67000,-7500,400,5800,11200,15500,2024,9,1
"CD_I1014785","Zali Friswell",104700,10500,4500,9900,15300,19600,2024,9,1
"CD_I1014810","Georgie Prespakis",204800,-11300,-15600,-10300,-4900,-600,2024,9,1
"CD_I1015181","Darcy Moloney",123600,-8100,-5700,-400,5000,9300,2024,9,1
"CD_I1015193","Gabbi Featherston",41100,7000,9600,14900,20300,24600,2024,9,1
"CD_I1018405","Jacqueline Parry",124100,5000,0,5400,10800,15100,2024,9,1
"CD_I1018955","Kate Surman",100800,-9600,-4000,1300,6700,11000,2024,9,1
"CD_I1022127","Claudia Gunjaca",97600,-900,200,5500,10900,15200,2024,9,1
"CD_I1024296","Rachel Kearns",69400,-600,3200,8600,14000,18300,2024,9,1
"CD_I1033161","Anna-Rose Kennedy",37500,2200,7800,13200,18600,22900,2024,9,1
"CD_I1033166","Aishling Moloney",89900,-2500,200,5600,11000,15300,2024,9,1
"CD_I1036082","Kate Kenny",40700,7400,9800,15200,20600,24800,2024,9,1
"CD_I997709","Amy McDonald",198700,5700,-7400,-2100,3300,7600,2024,9,1
"CD_I1001688","Pepa Randall",82100,8600,6000,11400,16700,21000,2024,9,1
"CD_I1005452","Nicola Barr",160100,14800,700,6000,11400,15700,2024,9,1
"CD_I1005453","Rebecca Beeson",152300,5100,-2900,2500,7900,12200,2024,9,1
"CD_I1007006","Jasmine Grierson",72400,1900,4000,9400,14800,19100,2024,9,1
"CD_I1009799","Alyce Parker",203600,-1800,-11300,-5900,-500,3800,2024,9,1
"CD_I1009801","Haneen Zreika",140900,-8200,-7600,-2200,3100,7400,2024,9,1
"CD_I1009822","Georgia Garnett",101500,6900,3200,8600,14000,18300,2024,9,1
"CD_I1017286","Emily Pease",106900,2800,800,6200,11600,15900,2024,9,1
"CD_I1017292","Tarni Evans",138300,-1600,-4400,1000,6400,10700,2024,9,1
"CD_I1019848","Meghan Gaffney",36400,500,7200,12600,17900,22200,2024,9,1
"CD_I1019849","Claire Ransom",37700,2600,8000,13300,18700,23000,2024,9,1
"CD_I1021436","Mikayla Pauga",81000,3800,4000,9300,14700,19000,2024,9,1
"CD_I1021894","Madison Brazendale",61100,-1000,3900,9300,14700,19000,2024,9,1
"CD_I1022358","Zarlie Goldsworthy",197700,8200,-6200,-900,4500,8800,2024,9,1
"CD_I1022736","Jessica Doyle",56600,4500,6800,12200,17600,21900,2024,9,1
"CD_I1026320","Kaitlyn Srhoj",60700,13800,10500,15900,21300,25600,2024,9,1
"CD_I1029617","Cambridge McCormick",57600,1600,5400,10800,16200,20500,2024,9,1
"CD_I1036083","Eilish O'Dowd",45300,14700,12600,17900,23300,27600,2024,9,1
"CD_I997725","Isabel Huntington",71100,7500,6700,12100,17400,21700,2024,9,1
"CD_I997733","Katherine Smith",65000,1000,4400,9800,15100,19400,2024,9,1
"CD_I998029","Alicia Eva",136500,-2800,-4700,700,6000,10300,2024,9,1
"CD_I1005863","Lauren Pearce",131100,3300,-1500,3900,9300,13600,2024,9,1
"CD_I1007011","Sarah Lampard",100800,-2700,-900,4400,9800,14100,2024,9,1
"CD_I1009764","Eden Zanker",136000,-6600,-6300,-1000,4400,8700,2024,9,1
"CD_I1009853","Tyla Hanks",163800,-2500,-7400,-2100,3300,7600,2024,9,1
"CD_I1009980","Kate Hore",184700,4000,-6700,-1300,4000,8300,2024,9,1
"CD_I1010236","Gabrielle Colvin",40500,-4500,4500,9900,15300,19600,2024,9,1
"CD_I1012713","Shelley Heath",111500,3800,800,6200,11600,15900,2024,9,1
"CD_I1012734","Rhiannon Watt",48300,5300,8000,13400,18800,23100,2024,9,1
"CD_I1014367","Alyssa Bannan",82300,-6200,-600,4800,10200,14500,2024,9,1
"CD_I1014793","Tahlia Gillard",84400,-4600,-100,5300,10600,14900,2024,9,1
"CD_I1014904","Megan Fitzsimon",99000,4300,2300,7700,13100,17400,2024,9,1
"CD_I1015029","Maeve Chaplin",74200,6600,5900,11300,16700,21000,2024,9,1
"CD_I1015088","Eliza McNamara",147700,2900,-3400,2000,7400,11700,2024,9,1
"CD_I1018966","Sinead Goldrick",103600,8400,3700,9100,14400,18700,2024,9,1
"CD_I1029625","Blaithin Mackin",129500,7000,400,5800,11100,15400,2024,9,1
"CD_I1030006","Grace Hill",46800,-3400,4400,9700,15100,19400,2024,9,1
"CD_I1035371","Ryleigh Wotherspoon",44800,2800,7300,12700,18100,22400,2024,9,1
"CD_I1036084","Grace Beasley",43500,12000,11500,16900,22300,26600,2024,9,1
"CD_I997708","Lily Mithen",142000,-1900,-4900,500,5900,10200,2024,9,1
"CD_I998039","Tayla Harris",104800,-12300,-5600,-300,5100,9400,2024,9,1
"CD_I998149","Paxy Paxman",156200,-12700,-11200,-5800,-400,3900,2024,9,1
"CD_I1001686","Emma King",134400,-4700,-5400,0,5400,9700,2024,9,1
"CD_I1003023","Tahlia Randall",104300,-1400,-700,4600,10000,14300,2024,9,1
"CD_I1007138","Kate Shierlaw",110600,3200,700,6000,11400,15700,2024,9,1
"CD_I1007157","Libby Birch",82300,7000,5300,10600,16000,20300,2024,9,1
"CD_I1009772","Mia King",190400,-9400,-13300,-7900,-2500,1800,2024,9,1
"CD_I1010265","Ash Riddell",245900,-900,-15300,-9900,-4500,-200,2024,9,1
"CD_I1010677","Kim Rennie",125300,-8400,-6100,-700,4700,9000,2024,9,1
"CD_I1013120","Nicole Bresnehan",107900,-4800,-2600,2800,8100,12400,2024,9,1
"CD_I1013442","Jasmine Ferguson",71500,100,3300,8700,14100,18400,2024,9,1
"CD_I1015097","Bella Eddey",90600,1200,1800,7200,12600,16900,2024,9,1
"CD_I1015124","Ruby Tripodi",65300,4800,6100,11400,16800,21100,2024,9,1
"CD_I1015175","Tess Craven",75600,5200,5200,10500,15900,20200,2024,9,1
"CD_I1016904","Sarah Wright",78600,-7800,-900,4500,9800,14100,2024,9,1
"CD_I1019811","Alice O'Loughlin",113500,10000,3400,8800,14100,18400,2024,9,1
"CD_I1021528","Amy Smith",120000,1100,-1300,4100,9500,13800,2024,9,1
"CD_I1022885","Taylah Gatt",99300,-3500,-1200,4200,9600,13900,2024,9,1
"CD_I1029615","Erika O'Shea",102900,-9200,-4100,1300,6700,11000,2024,9,1
"CD_I1029618","Vikki Wall",74400,6200,5700,11100,16500,20800,2024,9,1
"CD_I1033163","Niamh Martin",55900,5400,7300,12700,18000,22300,2024,9,1
"CD_I296154","Jasmine Garner",263700,-9600,-21000,-15600,-10300,-6000,2024,9,1
"CD_I998150","Emma Kearney",148600,-5800,-7300,-2000,3400,7700,2024,9,1
"CD_I1009805","Maggie Gorham",90600,-1100,800,6200,11500,15800,2024,9,1
"CD_I1010103","Isabella Grant",95400,-9400,-3400,2000,7400,11700,2024,9,1
"CD_I1012547","Jorja Borg",62700,-4000,2400,7800,13200,17500,2024,9,1
"CD_I1012661","Lauren Ahrens",83600,3300,3500,8900,14200,18500,2024,9,1
"CD_I1012694","Alice Edmonds",168900,-3400,-8400,-3000,2400,6700,2024,9,1
"CD_I1013026","Elisabeth Georgostathis",131100,-22600,-13000,-7600,-2200,2100,2024,9,1
"CD_I1013032","Britney Gutknecht",76800,-5100,500,5800,11200,15500,2024,9,1
"CD_I1014372","Jessica Fitzgerald",129000,-11400,-7800,-2400,3000,7300,2024,9,1
"CD_I1015091","Sarah Hartwig",87400,-9800,-2700,2600,8000,12300,2024,9,1
"CD_I1015137","Isabelle Pritchard",157100,-1600,-6300,-1000,4400,8700,2024,9,1
"CD_I1015201","Analea McKee",51100,5900,8000,13400,18800,23100,2024,9,1
"CD_I1016971","Ellie Gavalas",81000,-6700,-700,4700,10100,14400,2024,9,1
"CD_I1021853","Rylie Wilcox",105800,-8200,-3900,1400,6800,11100,2024,9,1
"CD_I1021879","Kristie-Lee Weston-Turner",50800,-5300,3100,8500,13800,18100,2024,9,1
"CD_I1021893","Brooke Barwick",47000,-6500,3000,8300,13700,18000,2024,9,1
"CD_I1022203","Elaine Grigg",53400,7000,8300,13700,19000,23300,2024,9,1
"CD_I1022695","Jasmyn Smith",51900,-4300,3400,8800,14200,18500,2024,9,1
"CD_I1028464","Dominique Carruthers",77300,-2100,1700,7100,12500,16800,2024,9,1
"CD_I1031784","Cleo Buttifant",44000,-100,6100,11500,16800,21100,2024,9,1
"CD_I296125","Ellie Blackburn",210600,-2800,-12400,-7000,-1700,2600,2024,9,1
"CD_I997728","Deanna Berry",122400,-11300,-7100,-1700,3700,8000,2024,9,1
"CD_I1005664","Jordan Membrey",64800,-1300,3400,8800,14100,18400,2024,9,1
"CD_I1007030","Jamie Stanton",88700,-3500,0,5300,10700,15000,2024,9,1
"CD_I1009770","Elise Barwick",40700,7400,9800,15200,20600,24800,2024,9,1
"CD_I1009880","Charlotte Wilson",51700,7700,8800,14200,19500,23800,2024,9,1
"CD_I1009963","Lauren Bella",108700,7100,2600,7900,13300,17600,2024,9,1
"CD_I1010257","Clara Fitzpatrick",84900,-1200,1400,6700,12100,16400,2024,9,1
"CD_I1010662","Claudia Whitfort",207300,-4100,-12700,-7300,-1900,2400,2024,9,1
"CD_I1012709","Tara Bohanna",95400,1100,1300,6600,12000,16300,2024,9,1
"CD_I1013028","Katie Lynch",110700,-6800,-3800,1500,6900,11200,2024,9,1
"CD_I1015068","Charlie Rowbottom",237500,-4300,-15900,-10500,-5200,-900,2024,9,1
"CD_I1016781","Ella Maurer",60500,9200,8500,13900,19200,23500,2024,9,1
"CD_I1017314","Daisy D'Arcy",134400,-500,-3500,1900,7300,11600,2024,9,1
"CD_I1017322","Wallis Randell",89100,4900,3700,9000,14400,18700,2024,9,1
"CD_I1021365","Annabel Kievit",41600,8800,10300,15700,21100,25400,2024,9,1
"CD_I1021456","Lucy Single",155800,-3300,-7000,-1600,3800,8100,2024,9,1
"CD_I1022691","Ella K. Smith",37200,1900,7700,13100,18500,22800,2024,9,1
"CD_I1024535","Darcie Davies",71600,3600,4900,10200,15600,19900,2024,9,1
"CD_I1025163","Jacqueline Dupuy",137500,-15300,-10400,-5000,300,4600,2024,9,1
"CD_I1026105","Kiara Bischa",36000,0,6400,11800,17100,21400,2024,9,1
"CD_I1029613","Georgia Clayden",96300,1300,1300,6600,12000,16300,2024,9,1
"CD_I1033165","Niamh McLaughlin",83400,3300,3500,8900,14300,18600,2024,9,1
"CD_I1001681","Jodie Hicks",110300,-11000,-5600,-300,5100,9400,2024,9,1
"CD_I1009856","Grace Egan",166400,-9500,-10800,-5500,-100,4200,2024,9,1
"CD_I1009862","Courtney Jones",61700,-1500,3600,9000,14400,18700,2024,9,1
"CD_I1010104","Monique Conti",228000,2900,-11700,-6400,-1000,3300,2024,9,1
"CD_I1010237","Molly Eastman",56800,-2900,3500,8900,14300,18600,2024,9,1
"CD_I1010688","Maddie Shevlin",92600,5100,3300,8700,14100,18400,2024,9,1
"CD_I1012668","Caitlin Greiser",85800,-8000,-1700,3600,9000,13300,2024,9,1
"CD_I1012692","Kate Dempsey",156700,-400,-5800,-400,5000,9300,2024,9,1
"CD_I1012700","Beth Lynch",92500,-5400,-1300,4100,9500,13800,2024,9,1
"CD_I1014375","Ellie McKenzie",104500,11700,5100,10400,15800,20100,2024,9,1
"CD_I1014781","Emelia Yassir",77500,7900,6200,11500,16900,21200,2024,9,1
"CD_I1014882","Laura McClelland",61500,-3400,2800,8200,13600,17900,2024,9,1
"CD_I1015063","Stella Reid",64800,-6700,1000,6400,11700,16000,2024,9,1
"CD_I1016023","Jemima Woods",61300,2400,5400,10800,16200,20500,2024,9,1
"CD_I1016865","Poppy Kelly",92700,10500,5700,11100,16500,20800,2024,9,1
"CD_I1017023","Rebecca Miller",72900,-1300,2600,7900,13300,17600,2024,9,1
"CD_I1017025","Gabrielle Seymour",132100,-12400,-8500,-3200,2200,6500,2024,9,1
"CD_I1019681","Charley Ryan",37500,2200,7800,13200,18600,22900,2024,9,1
"CD_I1021524","Libby Graham",61900,3900,6000,11400,16800,21000,2024,9,1
"CD_I1024984","Ally Dallaway",104700,-700,-500,4900,10300,14600,2024,9,1
"CD_I998157","Katie Brennan",147100,-7900,-8100,-2700,2700,7000,2024,9,1
"CD_I1005865","Jess Hosking",90300,16700,8800,14100,19500,23800,2024,9,1
"CD_I1007029","Belinda Smith",123700,-12400,-7600,-2300,3100,7400,2024,9,1
"CD_I1010656","Evangeline Gooch",71700,-12700,-2400,3000,8400,12700,2024,9,1
"CD_I1012259","Jaide Britton",80000,-5300,0,5400,10800,15100,2024,9,1
"CD_I1012712","Alison Drennan",167900,2900,-5400,-100,5300,9600,2024,9,1
"CD_I1017333","Isabella Lewis",151600,-4100,-6900,-1500,3900,8200,2024,9,1
"CD_I1017334","Sasha Goranova",57500,1600,5500,10800,16200,20500,2024,9,1
"CD_I1021411","Amy Franklin",40700,100,6500,11900,17300,21600,2024,9,1
"CD_I1021416","Beth Schilling",45800,-100,5900,11300,16700,21000,2024,9,1
"CD_I1021419","Charlotte Thomas",155300,1400,-4800,600,5900,10200,2024,9,1
"CD_I1022823","Ella Roberts",175800,-2400,-8600,-3300,2100,6400,2024,9,1
"CD_I1022825","Lauren Wakfer",90300,10100,5800,11200,16600,20900,2024,9,1
"CD_I1023815","Abbygail Bushby",80700,1500,3000,8400,13700,18000,2024,9,1
"CD_I1023857","Georgie Cleaver",39800,6100,9300,14700,20000,24300,2024,9,1
"CD_I1025428","Jessica Rentsch",53100,100,5300,10600,16000,20300,2024,9,1
"CD_I1026170","Mikayla Western",69500,-700,3200,8600,14000,18200,2024,9,1
"CD_I1026436","Tess Lyons",36000,0,6200,11600,17000,21300,2024,9,1
"CD_I1027611","Zoe Wakfer",54200,-5100,2800,8200,13600,17900,2024,9,1
"CD_I1035386","Verity Simmons",39400,5400,9000,14400,19800,24100,2024,9,1
"CD_I1037133","Sanne Bakker",38500,4000,8500,13900,19200,23500,2024,9,1
"CD_I998041","Kellie Gibson",96800,2700,1900,7200,12600,16900,2024,9,1
"CD_I1004415","Jaimee Lambert",175700,-4300,-9500,-4100,1300,5600,2024,9,1
"CD_I1009838","Jesse Wardlaw",125000,9000,1700,7100,12500,16800,2024,9,1
"CD_I1009855","Darcy Guttridge",78500,4200,4400,9800,15200,19500,2024,9,1
"CD_I1009866","Rene Caris",77000,1800,3500,8900,14300,18600,2024,9,1
"CD_I1009873","Olivia Vesely",149400,7900,-1300,4100,9500,13700,2024,9,1
"CD_I1012620","Simone Nalder",85000,-900,1500,6900,12200,16500,2024,9,1
"CD_I1012987","Serene Watson",68600,1400,4200,9600,15000,19300,2024,9,1
"CD_I1013017","Molly McDonald",104100,9500,4100,9500,14900,19100,2024,9,1
"CD_I1014556","Hannah Priest",123000,-13800,-8200,-2800,2500,6800,2024,9,1
"CD_I1014835","Tyanna Smith",163300,8400,-2500,2900,8200,12500,2024,9,1
"CD_I1014841","Ashleigh Richards",83200,10700,6800,12200,17600,21900,2024,9,1
"CD_I1014962","Ella Friend",47600,-5400,3400,8700,14100,18400,2024,9,1
"CD_I1015060","Nicola Xenos",105600,-8600,-4100,1300,6700,11000,2024,9,1
"CD_I1015094","Alice Burke",59300,4000,6300,11700,17100,21400,2024,9,1
"CD_I1016868","Hannah Stuart",95200,2300,1800,7200,12600,16900,2024,9,1
"CD_I1018875","Grace Kelly",92200,2000,2000,7400,12800,17100,2024,9,1
"CD_I1019734","Charlotte Simpson",41400,8500,10200,15600,20900,25200,2024,9,1
"CD_I1021367","J'Noemi Anderson",48900,6700,8600,14000,19400,23700,2024,9,1
"CD_I1021793","Paige Trudgeon",73500,4800,5200,10600,15900,20200,2024,9,1
"CD_I296158","Bianca Jakobsson",79300,200,2600,7900,13300,17600,2024,9,1
"CD_I998164","Nicola Stevens",82300,-1100,1700,7000,12400,16700,2024,9,1
"CD_I1005361","Daria Bannister",111500,3500,700,6000,11400,15700,2024,9,1
"CD_I1005374","Ellyse Gamble",65800,-3800,2200,7600,12900,17200,2024,9,1
"CD_I1006997","Stephanie Cain",125700,-3100,-3700,1700,7000,11300,2024,9,1
"CD_I1009765","Sophie Van De Heuvel",114200,-5600,-3600,1700,7100,11400,2024,9,1
"CD_I1009857","Georgia Clarke",71600,-5700,800,6100,11500,15800,2024,9,1
"CD_I1009885","Madison Prespakis",205600,1700,-9900,-4600,800,5100,2024,9,1
"CD_I1009976","Maddison Gay",105400,0,-300,5100,10500,14800,2024,9,1
"CD_I1010098","Kodi Jacques",76500,7700,6200,11600,16900,21200,2024,9,1
"CD_I1010264","Alexandra Morcom",62200,10800,9000,14400,19800,24100,2024,9,1
"CD_I1010279","Elizabeth Keaney",121200,900,-1500,3900,9200,13500,2024,9,1
"CD_I1010690","Bonnie Toogood",195300,-34700,-25000,-19600,-14300,-10000,2024,9,1
"CD_I1012558","Brooke Walker",116300,-2900,-2600,2700,8100,12400,2024,9,1
"CD_I1012580","Sophie Alexander",103100,-6200,-2700,2600,8000,12300,2024,9,1
"CD_I1013522","Georgia Nanscawen",180200,10300,-3500,1900,7300,11600,2024,9,1
"CD_I1019689","Amber Clarke",77900,-10000,-1800,3600,8900,13200,2024,9,1
"CD_I1021409","Matilda Dyke",86300,-4600,-300,5100,10500,14800,2024,9,1
"CD_I1025525","Amy Gaylor",45100,14400,12400,17800,23200,27500,2024,9,1
"CD_I1025674","Emily Gough",38800,4300,8600,14000,19400,23700,2024,9,1
"CD_I1026008","Amelia Radford",109800,1100,-200,5100,10500,14800,2024,9,1
"CD_I1027783","Stephanie Wales",157200,4200,-3800,1600,7000,11300,2024,9,1
"CD_I997745","Georgia Gee",102700,-6500,-2800,2500,7900,12200,2024,9,1
